companyName,industry,revenue,debtToEquity,yearsInBusiness,paymentHistory,outstandingDebt,creditUtilization,latePayments,collateralValue,annualGrowth,creditScore,riskLevel,loanEligibility
Company 1774,services,75032.03,1.817,1,42.25,22346.09,36.5,3,69093.54,-4.53,494,high,denied
Company 1775,manufacturing,72955.53,1.337,20,43.21,29732.56,26.81,3,214636.65,7.44,539,high,denied
Company 1776,manufacturing,33236.32,0.592,36,93.1,23052.54,70.25,2,64856.85,-6.67,624,moderate,review
Company 1777,healthcare,104933.35,0.573,37,84.87,90838.25,75.73,4,121109.64,-1.36,600,moderate,review
Company 1778,retail,500000.0,0.104,12,54.11,503165.1,90.89,1,1256717.85,-1.29,536,high,denied
Company 1779,retail,44363.13,0.289,41,96.34,25115.28,18.28,2,87228.01,9.4,703,moderate,review
Company 1780,manufacturing,63373.16,0.11,48,46.72,14310.24,85.03,3,182146.35,5.04,593,moderate,review
Company 1781,technology,41899.78,1.763,25,58.48,58127.3,73.86,3,101604.59,12.59,541,high,denied
Company 1782,healthcare,40521.34,0.662,19,86.95,5873.83,68.17,2,109130.54,3.4,602,moderate,review
Company 1783,retail,205985.2,0.086,26,61.0,337402.56,33.17,3,384497.12,-3.7,584,moderate,review
Company 1784,technology,34948.23,1.734,2,46.42,65192.23,7.0,3,62671.65,7.87,517,high,denied
Company 1785,technology,40975.75,0.065,26,55.8,59402.58,50.68,2,98067.92,-8.76,587,moderate,review
Company 1786,services,16814.65,0.249,2,65.05,20721.11,30.72,4,12821.76,13.54,616,moderate,review
Company 1787,retail,32660.14,1.827,2,73.45,44036.82,31.08,1,20741.77,0.72,589,moderate,review
Company 1788,healthcare,15264.42,0.947,28,58.39,20442.45,88.44,1,45171.33,8.07,553,high,denied
Company 1789,services,99254.62,0.762,26,60.19,185629.94,18.77,2,276993.72,8.3,639,moderate,review
Company 1790,technology,500000.0,2.029,49,48.48,966090.58,89.08,2,1444576.18,29.02,563,moderate,review
Company 1791,healthcare,44652.12,0.181,25,67.47,40667.01,50.34,2,29287.78,10.72,626,moderate,review
Company 1792,retail,15781.5,0.337,49,45.36,20081.18,80.45,2,18515.7,6.1,584,high,denied
Company 1793,technology,123007.39,0.499,40,90.73,199928.02,30.52,3,338744.64,-5.39,698,moderate,approved
Company 1794,healthcare,33471.85,1.82,17,82.32,3413.21,62.05,5,24223.54,17.04,526,high,denied
Company 1795,services,169308.46,0.135,46,58.72,186464.53,55.09,0,275733.44,0.95,667,moderate,review
Company 1796,retail,47780.69,1.572,24,82.31,64048.34,88.17,3,64658.18,-17.88,519,high,denied
Company 1797,manufacturing,36118.03,0.05,30,30.49,52829.49,21.14,1,97505.18,2.07,624,moderate,review
Company 1798,retail,51929.07,0.293,5,54.11,41579.6,23.41,4,93222.56,7.87,567,moderate,review
Company 1799,manufacturing,109778.66,0.255,11,60.82,72643.22,90.41,2,134581.55,-7.28,565,moderate,review
Company 1800,manufacturing,49914.33,0.62,26,62.89,22265.33,13.82,2,90382.53,3.23,645,moderate,review
Company 1801,manufacturing,40240.14,0.561,14,82.41,46672.51,62.12,3,31432.2,3.93,576,moderate,approved
Company 1802,manufacturing,51069.09,3.962,30,97.4,94308.09,10.45,4,118889.19,4.16,637,high,denied
Company 1803,technology,21644.7,0.486,4,56.6,39011.51,11.93,3,44281.68,23.52,613,moderate,review
Company 1804,healthcare,82258.77,0.998,13,54.54,64485.55,58.74,0,164663.3,-14.67,550,moderate,review
Company 1805,healthcare,14337.28,0.05,33,72.74,8457.92,54.62,2,22862.39,35.51,680,moderate,review
Company 1806,healthcare,41969.68,1.445,30,49.69,67097.28,56.57,3,51858.18,4.51,561,moderate,review
Company 1807,technology,109920.01,0.548,49,39.89,162402.64,47.63,1,72926.61,13.7,644,moderate,review
Company 1808,retail,76300.79,0.467,45,97.31,80889.96,71.81,0,218798.73,6.92,712,low,approved
Company 1809,retail,96014.69,0.146,40,86.67,80571.44,94.3,0,147995.58,-20.89,655,moderate,review
Company 1810,technology,56838.17,2.832,1,97.09,19053.07,29.82,0,98887.3,-10.85,606,moderate,review
Company 1811,technology,152633.81,0.987,30,45.25,242956.9,34.11,1,219703.69,-2.86,575,moderate,review
Company 1812,retail,125462.14,0.313,12,31.25,159736.2,34.07,1,372584.1,19.91,630,moderate,review
Company 1813,healthcare,85554.84,0.05,14,60.61,69819.18,73.69,0,213068.33,-15.76,622,moderate,review
Company 1814,technology,125748.18,1.772,11,95.35,232093.06,36.32,0,92978.28,-7.84,642,moderate,review
Company 1815,services,109134.77,0.96,23,39.68,147700.62,65.91,1,220500.0,7.47,562,moderate,review
Company 1816,manufacturing,42126.37,0.533,7,38.2,78589.01,45.13,1,72102.92,12.09,569,moderate,review
Company 1817,healthcare,20432.48,0.309,27,34.83,20460.75,59.7,2,50741.6,11.64,564,moderate,review
Company 1818,manufacturing,83808.5,1.293,9,83.55,80772.44,79.61,2,250863.14,-9.76,547,high,denied
Company 1819,manufacturing,92676.61,1.498,25,85.01,174301.96,51.27,6,218787.87,-18.97,480,high,denied
Company 1820,manufacturing,143254.43,0.521,31,78.68,275564.76,47.77,3,381389.44,13.09,664,moderate,review
Company 1821,services,28309.22,0.82,9,33.73,54508.22,29.03,3,49727.67,26.5,580,moderate,review
Company 1822,manufacturing,28994.32,3.314,6,80.63,48011.84,51.43,1,41577.71,-0.18,507,high,denied
Company 1823,manufacturing,86501.78,4.45,40,61.4,84648.19,28.62,2,182362.97,-12.17,541,high,denied
Company 1824,manufacturing,56560.52,2.041,37,41.05,28255.86,80.92,1,134248.99,-1.45,534,high,denied
Company 1825,healthcare,13245.2,0.66,13,50.66,10974.15,40.0,2,14156.93,10.91,576,moderate,denied
Company 1826,technology,80828.63,0.12,44,65.08,152181.34,16.62,2,142134.62,1.5,678,moderate,denied
Company 1827,manufacturing,13603.22,1.749,11,53.08,10756.79,26.6,6,10671.42,26.11,487,high,denied
Company 1828,manufacturing,28107.59,0.05,46,97.88,43222.81,53.11,0,29256.68,18.87,744,low,approved
Company 1829,services,176547.47,0.378,6,63.23,327267.51,87.47,2,477498.64,7.77,555,moderate,review
Company 1830,manufacturing,257790.68,0.05,33,56.05,501079.37,32.05,1,222171.73,-24.31,614,moderate,review
Company 1831,manufacturing,22640.03,1.107,1,77.12,43029.21,28.79,1,57242.39,-5.38,567,moderate,approved
Company 1832,services,46004.14,0.441,10,75.54,53116.82,41.59,1,65854.44,-3.22,624,moderate,review
Company 1833,manufacturing,61950.94,0.795,20,30.17,64092.71,92.1,3,133739.9,-6.2,500,high,denied
Company 1834,technology,248943.57,0.593,5,73.29,492041.2,81.07,2,691021.54,7.86,575,moderate,approved
Company 1835,technology,40364.45,0.832,23,47.06,20769.15,18.47,2,98983.6,8.17,594,moderate,review
Company 1836,technology,40883.95,0.125,12,56.27,18655.65,60.24,0,104861.31,-20.11,630,moderate,review
Company 1837,technology,206691.05,0.102,5,79.44,398923.31,76.27,2,238288.46,17.07,585,moderate,review
Company 1838,retail,44363.34,1.166,48,69.02,62528.8,74.12,2,62294.4,5.24,628,moderate,review
Company 1839,healthcare,106698.39,0.554,49,55.81,119393.11,49.0,4,248818.52,10.36,611,moderate,review
Company 1840,healthcare,18366.54,0.571,48,41.72,6444.72,70.86,2,44871.04,16.17,643,low,review
Company 1841,technology,52209.19,0.072,8,65.38,56133.05,57.52,1,129224.57,-6.5,597,moderate,review
Company 1842,manufacturing,15872.17,0.925,19,52.36,30062.21,23.13,4,37303.88,23.88,596,low,review
Company 1843,technology,25736.18,0.817,17,93.9,32054.24,10.04,2,27770.79,2.87,671,moderate,review
Company 1844,services,117167.65,0.05,16,67.4,101794.6,38.25,0,143262.83,27.69,655,high,denied
Company 1845,technology,57530.8,0.1,21,90.62,65993.33,10.57,2,164256.32,-8.41,648,moderate,review
Company 1846,manufacturing,46384.26,0.77,25,57.31,82734.47,40.55,1,87418.14,26.57,633,moderate,review
Company 1847,retail,32892.51,0.073,24,87.92,60338.43,79.6,3,78485.68,-8.56,616,moderate,review
Company 1848,manufacturing,50185.18,0.298,15,33.96,43167.67,80.99,2,100269.46,43.23,577,moderate,review
Company 1849,retail,76182.76,0.137,49,50.87,95633.44,8.07,4,214169.15,-9.28,614,moderate,review
Company 1850,healthcare,131443.58,0.676,49,35.47,82873.2,11.26,0,351211.26,20.85,703,low,approved
Company 1851,technology,10000.0,0.707,17,32.22,9570.62,65.29,2,11534.37,-0.44,483,high,denied
Company 1852,services,30779.1,0.86,11,94.32,15936.71,50.0,4,83465.94,15.73,579,moderate,review
Company 1853,manufacturing,68000.95,1.345,27,80.18,75467.27,18.44,4,85007.88,4.39,557,moderate,review
Company 1854,healthcare,55321.09,0.482,19,73.76,66310.97,77.5,1,88649.34,-11.37,610,moderate,review
Company 1855,services,82677.35,0.05,49,67.27,61337.48,24.48,4,217283.02,-36.95,597,moderate,review
Company 1856,services,74163.86,1.954,22,69.87,45760.94,12.03,2,97158.19,42.61,669,moderate,review
Company 1857,technology,46915.61,0.856,2,74.71,18153.93,72.46,3,57562.16,6.1,545,high,denied
Company 1858,retail,39281.83,0.477,7,87.86,14343.09,59.73,3,85306.08,-39.15,561,moderate,review
Company 1859,retail,49197.54,0.851,4,71.78,71423.81,40.5,2,147552.8,9.54,588,moderate,review
Company 1860,retail,150090.52,0.252,19,82.4,78214.0,67.35,0,124221.29,15.34,668,moderate,review
Company 1861,manufacturing,33336.02,0.428,16,49.67,10806.08,87.02,1,75094.43,-5.73,551,moderate,review
Company 1862,services,56940.07,1.199,42,98.37,113758.08,8.08,4,103482.23,-5.63,664,moderate,review
Company 1863,services,69332.83,1.006,44,32.23,41172.7,61.49,1,105839.59,4.7,614,moderate,review
Company 1864,manufacturing,208622.31,2.83,7,57.06,376039.99,24.64,1,495404.3,23.04,535,high,denied
Company 1865,manufacturing,47087.05,0.345,47,91.74,59209.77,47.67,2,88857.55,6.5,687,low,denied
Company 1866,services,128932.63,0.85,29,42.64,188065.43,43.16,0,321626.05,26.95,637,moderate,review
Company 1867,services,160425.27,0.688,16,39.89,187015.11,40.1,2,378545.07,21.97,581,moderate,review
Company 1868,technology,56896.93,0.05,20,55.58,25236.13,22.13,1,168574.07,1.57,623,moderate,review
Company 1869,manufacturing,50585.73,0.29,22,59.97,86471.15,77.24,1,127838.47,-18.56,555,moderate,review
Company 1870,services,46016.58,2.978,9,95.34,76992.56,39.16,2,30693.04,1.6,603,moderate,review
Company 1871,retail,48792.97,0.511,43,88.53,37297.46,84.85,1,119491.45,12.9,665,moderate,review
Company 1872,retail,118585.78,0.106,1,62.49,183964.06,36.92,4,251906.81,5.9,608,moderate,review
Company 1873,services,72027.84,0.639,4,98.11,81519.42,80.57,1,52182.43,14.52,635,high,denied
Company 1874,services,72274.87,1.345,14,74.96,132060.16,54.0,2,145541.57,17.95,592,moderate,review
Company 1875,services,24338.66,2.018,8,91.16,39559.23,39.71,1,57853.21,12.96,628,moderate,denied
Company 1876,healthcare,27612.06,1.044,4,47.22,4911.96,68.36,3,27418.4,0.87,504,moderate,review
Company 1877,retail,332620.49,0.325,19,64.23,588945.94,75.8,0,527961.56,12.8,648,low,review
Company 1878,retail,51934.54,1.124,19,32.08,100767.36,48.44,1,96401.72,38.53,567,moderate,review
Company 1879,manufacturing,32214.84,1.021,7,30.62,48647.52,43.29,1,49381.54,-17.35,474,high,denied
Company 1880,manufacturing,188128.28,2.559,40,79.38,61675.17,56.97,6,506067.32,12.31,551,high,denied
Company 1881,manufacturing,75015.26,1.007,44,38.28,122576.0,57.66,2,69183.42,32.48,627,low,review
Company 1882,manufacturing,95084.76,0.678,36,68.35,126484.52,43.29,2,230950.3,-12.62,615,moderate,review
Company 1883,retail,53613.83,0.199,26,78.72,39876.36,73.19,0,131098.04,20.02,681,moderate,review
Company 1884,healthcare,46400.32,0.763,47,32.26,82576.69,40.97,1,75171.99,22.02,638,moderate,denied
Company 1885,retail,52278.0,0.307,18,61.41,61404.52,45.77,3,96646.08,-17.15,529,high,denied
Company 1886,retail,19807.37,0.139,21,77.89,34079.83,59.48,5,17507.86,15.69,596,moderate,review
Company 1887,technology,55807.19,2.316,1,92.28,76635.34,93.82,3,55131.59,0.93,539,high,denied
Company 1888,technology,75873.78,0.458,35,50.95,49179.91,28.46,2,138785.44,4.09,623,moderate,review
Company 1889,services,263121.34,1.617,5,98.2,513753.77,25.88,3,279356.45,0.13,572,moderate,review
Company 1890,retail,64138.45,1.504,33,89.12,75998.32,20.92,2,161382.82,24.69,671,moderate,approved
Company 1891,technology,10000.0,0.458,39,75.54,10818.35,67.05,5,20405.45,3.32,596,moderate,review
Company 1892,healthcare,55537.38,0.397,11,57.43,48132.49,45.42,2,35624.27,-1.95,609,moderate,review
Company 1893,manufacturing,500000.0,1.175,30,79.78,179526.99,39.97,1,697345.84,-1.7,597,moderate,review
Company 1894,technology,119741.79,0.05,15,87.13,168094.07,23.37,3,316844.55,-0.11,645,moderate,review
Company 1895,retail,31297.35,1.294,20,51.23,28747.2,85.2,0,37356.84,-11.19,524,high,denied
Company 1896,technology,96075.08,0.278,26,99.5,180214.15,44.89,1,220904.92,-2.08,688,moderate,review
Company 1897,healthcare,33070.25,0.201,13,93.6,63947.43,59.69,3,24290.11,6.77,632,moderate,review
Company 1898,retail,20271.15,0.244,40,63.99,31592.94,15.13,2,57293.04,11.07,666,moderate,review
Company 1899,technology,45310.97,1.844,20,80.6,25407.68,14.72,5,73556.21,23.06,608,moderate,review
Company 1900,technology,64422.69,2.21,23,66.68,94080.41,11.06,2,111381.29,8.61,623,moderate,approved
Company 1901,manufacturing,13390.16,0.459,40,83.27,1858.57,38.06,3,25770.38,-2.12,642,moderate,review
Company 1902,technology,23877.04,1.056,12,87.89,39878.5,47.56,1,33632.74,-10.17,581,moderate,review
Company 1903,services,60371.26,5.488,23,31.63,62657.84,27.01,0,139651.6,9.42,512,high,denied
Company 1904,technology,43194.2,0.177,49,35.54,81196.68,36.47,0,23171.91,3.24,663,moderate,review
Company 1905,manufacturing,82112.79,0.778,20,53.55,67147.24,5.56,1,74354.0,3.74,637,moderate,review
Company 1906,retail,22657.93,0.213,6,94.23,13595.44,36.6,2,22024.7,8.94,632,moderate,review
Company 1907,retail,106010.24,2.706,14,57.88,211024.74,15.73,1,221386.54,12.79,597,moderate,review
Company 1908,technology,23225.19,0.065,47,92.13,25740.2,16.55,0,63323.53,9.05,795,low,approved
Company 1909,services,222835.13,0.059,38,62.37,387743.56,5.41,2,146870.49,2.44,665,moderate,review
Company 1910,services,15174.83,0.494,40,50.22,27785.24,67.67,3,39927.2,-7.02,567,moderate,review
Company 1911,technology,24983.14,0.106,13,93.05,27108.97,88.82,2,63676.63,-4.19,579,moderate,review
Company 1912,technology,83608.18,0.366,42,69.25,80753.5,60.94,2,57820.42,17.72,635,moderate,review
Company 1913,services,226700.85,1.593,20,55.23,260815.55,13.66,2,194525.44,-1.35,558,moderate,review
Company 1914,manufacturing,77036.49,0.409,39,33.11,131786.71,94.07,6,105933.9,-15.19,467,high,denied
Company 1915,technology,93928.24,0.05,44,37.77,181549.61,92.8,1,73890.91,22.39,602,moderate,review
Company 1916,technology,60720.07,3.368,11,39.75,43949.91,47.14,3,145468.0,-9.14,455,high,denied
Company 1917,healthcare,26340.98,0.141,46,55.54,39600.97,14.71,1,46364.69,5.53,660,moderate,review
Company 1918,healthcare,40452.73,0.745,31,72.51,25979.21,69.87,1,61767.73,12.37,627,moderate,review
Company 1919,manufacturing,22707.99,0.749,36,51.53,28630.48,91.53,4,52509.26,5.05,516,high,denied
Company 1920,services,21526.33,0.44,38,34.59,35068.55,75.08,2,26525.57,-32.17,522,moderate,review
Company 1921,manufacturing,82569.79,0.05,9,48.54,147331.26,61.18,2,221190.31,10.86,536,high,denied
Company 1922,retail,24378.52,0.58,37,58.61,23222.02,59.97,2,52046.11,24.9,633,moderate,review
Company 1923,manufacturing,77315.0,0.297,11,99.46,62048.05,93.01,2,105632.64,16.8,618,moderate,review
Company 1924,retail,21131.96,1.1,14,57.51,12289.46,11.58,4,39087.4,-26.86,531,high,denied
Company 1925,technology,75895.03,0.05,6,36.24,26828.33,18.46,3,87174.63,36.91,563,moderate,review
Company 1926,technology,40499.87,1.315,9,70.68,32130.3,79.77,3,119978.9,-14.89,523,high,denied
Company 1927,retail,184479.28,1.053,48,94.37,324085.42,18.06,0,293139.57,-11.18,703,low,approved
Company 1928,healthcare,77573.03,1.074,17,85.07,69485.12,39.5,2,212700.24,16.73,639,moderate,review
Company 1929,technology,160914.16,1.078,19,88.54,113099.64,30.33,2,473900.42,11.79,606,moderate,review
Company 1930,retail,32711.52,2.686,24,94.98,49209.62,26.91,5,60172.23,6.21,547,moderate,review
Company 1931,manufacturing,62624.68,0.112,35,74.56,31914.19,7.31,3,145601.68,-3.54,648,moderate,review
Company 1932,manufacturing,27313.33,0.077,29,99.64,16031.42,55.96,2,52731.59,24.96,723,moderate,review
Company 1933,healthcare,43006.9,0.075,27,32.33,80776.69,41.11,1,31348.55,4.41,605,moderate,review
Company 1934,services,48548.41,0.714,42,88.44,12380.83,54.64,1,139870.15,-18.49,649,moderate,review
Company 1935,healthcare,33500.43,0.108,25,89.99,29741.65,32.41,4,54994.0,23.48,643,moderate,approved
Company 1936,technology,22642.81,0.733,38,94.17,27076.89,89.73,1,61931.66,8.29,630,low,review
Company 1937,manufacturing,19325.6,0.797,45,63.47,10387.42,58.22,0,41337.73,21.73,677,moderate,review
Company 1938,manufacturing,10000.0,0.11,34,85.14,6339.24,91.51,0,7629.77,13.59,683,moderate,review
Company 1939,technology,25717.39,1.595,2,43.66,13411.78,36.5,1,39672.49,40.87,587,moderate,review
Company 1940,technology,98912.92,0.42,13,72.22,74763.58,5.21,1,97886.24,0.35,682,moderate,approved
Company 1941,technology,16667.25,1.108,31,55.11,30120.41,75.31,0,15411.37,5.24,583,moderate,review
Company 1942,manufacturing,20040.32,1.123,24,71.73,18437.42,79.46,3,45846.69,15.8,579,moderate,review
Company 1943,retail,250877.2,0.176,14,77.29,224252.89,10.28,0,144266.93,0.44,640,moderate,approved
Company 1944,technology,35983.05,2.223,17,54.29,30027.98,61.28,2,104903.22,17.04,547,high,denied
Company 1945,services,77407.33,0.306,4,45.14,149537.03,64.49,2,125772.09,-39.21,516,high,denied
Company 1946,services,100092.87,3.208,12,52.52,32316.88,18.12,4,172599.56,3.91,475,high,review
Company 1947,technology,101724.24,0.093,39,76.48,178685.07,54.73,3,127010.06,3.46,653,low,review
Company 1948,services,17714.67,0.05,1,77.38,12783.02,26.89,1,12648.99,2.91,662,moderate,review
Company 1949,technology,49769.23,0.189,42,81.89,95426.13,6.48,4,98075.58,-8.15,642,moderate,approved
Company 1950,services,16406.26,0.603,17,38.86,11466.86,83.02,2,22343.46,18.59,553,moderate,review
Company 1951,services,423815.83,0.743,40,87.3,109116.17,49.25,1,873137.56,-2.57,696,moderate,review
Company 1952,technology,16715.64,1.038,13,78.17,18187.94,75.35,3,31582.93,8.0,569,moderate,review
Company 1953,healthcare,25893.0,0.883,41,32.14,13799.53,70.06,2,26987.68,4.44,572,moderate,review
Company 1954,services,26043.39,0.377,29,53.49,39864.11,94.43,1,43079.28,12.51,553,moderate,review
Company 1955,services,18081.99,1.225,42,62.67,24390.45,44.42,4,22966.97,26.46,624,moderate,review
Company 1956,services,176676.41,0.068,4,55.24,248105.16,43.48,1,194222.18,7.93,607,moderate,review
Company 1957,manufacturing,415799.45,0.05,40,38.22,194440.31,30.36,1,1008006.34,17.62,621,moderate,review
Company 1958,technology,40921.08,0.134,14,44.51,59188.15,61.26,7,21678.62,7.17,469,high,denied
Company 1959,services,20819.84,0.137,18,31.72,14397.52,48.75,0,24405.16,-2.59,591,moderate,review
Company 1960,manufacturing,10001.19,0.484,3,36.52,19977.19,70.59,3,18279.32,2.88,493,high,denied
Company 1961,manufacturing,49252.38,0.915,47,48.64,73403.71,37.09,2,83254.5,0.75,634,moderate,review
Company 1962,retail,46486.06,3.784,32,87.4,56795.82,16.78,3,132504.47,13.52,598,high,denied
Company 1963,manufacturing,35559.52,0.258,49,66.86,62141.1,82.62,2,92779.89,6.6,630,moderate,review
Company 1964,technology,71474.8,0.901,28,59.71,87177.26,79.52,2,170039.02,-6.91,553,moderate,review
Company 1965,healthcare,82136.56,0.155,8,76.35,94475.5,36.59,2,146629.8,1.67,621,high,denied
Company 1966,technology,77533.6,0.053,17,67.91,42713.23,67.13,1,121903.5,-17.89,601,moderate,review
Company 1967,healthcare,46495.0,0.05,22,39.21,64554.26,49.32,4,27498.26,2.23,554,low,review
Company 1968,services,24802.57,1.292,8,45.58,20135.33,73.49,4,63349.99,5.02,476,high,denied
