companyName,industry,revenue,totalExpenses,accountsReceivable,accountsPayable,currentAssets,currentLiabilities,previousCashBalance,availableCash,monthlyExpenses,cashFlowStatus
Flux Corp 1757,technology,132842.9,46421.64,46703.67,16830.76,208074.87,34662.96,39930.39,156048.54,44493.02,critical
Beta Holdings 1758,services,47905.26,27815.12,13121.33,8740.3,66671.93,15775.42,38861.8,60237.08,28087.34,stable
Zen Holdings 1759,services,57476.17,43430.47,9481.29,16777.54,84937.85,28172.1,25863.94,32490.88,40693.33,tight
Nova Solutions 1760,services,28831.02,12378.03,4723.95,3040.79,30818.14,6308.69,18399.16,35193.07,11794.98,stable
Core Tech 1761,retail,30075.12,21975.6,2771.23,8959.39,36055.7,14261.16,20605.28,19070.59,22851.43,tight
Nova Solutions 1762,technology,144016.37,86318.68,52611.24,15736.15,253310.74,43241.33,165423.93,234813.9,79769.83,stable
Gamma Solutions 1763,technology,111114.66,62556.82,39562.4,21281.9,189714.8,30883.09,96710.29,145135.62,63658.18,stable
Zen Inc 1764,technology,112039.08,76512.6,33018.02,31908.8,192116.13,60094.28,60600.77,88704.02,70809.74,stable
Alpha Tech 1765,technology,97445.42,62150.31,22431.45,14034.05,97364.55,24948.25,85607.3,123091.81,58331.04,stable
Beta Group 1766,technology,80767.25,49444.42,18953.4,12264.71,138926.79,32038.94,93421.78,129287.59,48576.9,stable
Alpha LLC 1767,services,94067.6,57736.98,19616.06,13951.13,143445.7,31677.58,33228.74,77539.78,62030.48,tight
Flux Group 1768,technology,164464.71,98899.22,53856.75,31576.45,266806.93,48049.27,170120.47,229499.09,99624.7,stable
Delta LLC 1769,technology,161352.5,137857.82,31736.87,37753.96,220128.59,77816.72,79903.01,88487.34,133716.0,tight
Beta Holdings 1770,services,49712.77,27943.93,9143.89,5096.63,82881.26,11602.73,21764.11,45386.11,27547.47,stable
Alpha LLC 1771,manufacturing,199766.48,142957.4,66105.68,59668.44,254198.46,115173.2,221537.08,289843.07,144530.44,tight
Alpha Inc 1772,healthcare,86257.31,44264.02,29251.97,9357.55,136343.81,24357.2,26020.77,68282.0,45109.76,stable
Alpha Tech 1773,manufacturing,109230.01,71712.12,35443.16,22246.82,166389.33,42093.41,105622.93,154522.73,69049.06,stable
Zen Tech 1774,services,67528.82,43339.34,15697.23,14234.44,98898.74,25391.9,25560.04,42080.75,41240.29,critical
Peak Group 1775,manufacturing,80251.08,47602.01,15712.04,7722.26,116143.45,26713.9,68710.64,104132.59,47566.28,critical
Gamma Tech 1776,manufacturing,36559.95,19281.55,8604.98,3445.88,33858.98,9555.16,31397.95,52501.04,19728.42,stable
Nexus LLC 1777,healthcare,125920.02,82173.55,43261.75,36280.19,150174.33,59164.08,135552.71,197330.66,86335.87,stable
Delta LLC 1778,retail,500000.0,429829.78,51187.21,150162.62,497314.21,257399.15,520172.92,475991.29,436211.57,tight
Nova Tech 1779,retail,44363.13,33422.76,4503.15,5349.97,59868.32,13075.49,40665.37,47069.56,34451.83,tight
Alpha Holdings 1780,manufacturing,69710.48,46922.82,22679.5,18218.24,107464.73,33531.74,44788.48,66188.74,46802.55,stable
Zen Solutions 1781,technology,54469.71,24583.32,13679.09,7438.0,86307.16,14738.54,24498.58,59969.35,24845.75,stable
Gamma LLC 1782,healthcare,48625.61,33365.94,19640.94,5757.62,82295.97,17837.63,42407.11,68907.63,34089.03,stable
Omega LLC 1783,retail,205985.2,165385.93,26402.31,58583.93,252169.07,106279.61,153927.14,147068.66,158408.79,tight
Beta Corp 1784,technology,45432.7,20783.71,13571.57,6231.07,42646.16,12374.38,16816.83,42844.1,22227.18,stable
Alpha Tech 1785,technology,53268.47,36795.87,17476.97,7781.44,77960.94,17692.01,61791.73,82842.15,35885.32,stable
Nova Inc 1786,services,15133.18,9250.24,2573.73,3823.22,23564.36,6974.37,8822.31,12946.97,9405.19,stable
Flux Group 1787,retail,32660.14,27453.63,5826.41,6517.88,43162.65,13484.18,9860.97,12608.25,27721.38,tight
Nova Corp 1788,healthcare,18317.31,12761.34,4536.8,3003.6,30100.92,7635.77,20360.08,25713.25,13482.8,stable
Nova Holdings 1789,services,89329.16,53802.47,19829.77,12473.14,153738.91,24942.46,73191.47,106974.83,50476.23,stable
Core LLC 1790,technology,650000.0,417077.49,114772.77,158588.18,673254.22,293369.38,623840.49,748739.1,442718.14,stable
Core Solutions 1791,healthcare,53582.54,38551.45,18146.14,13949.29,83693.1,28338.33,23436.98,35957.2,36312.47,tight
Vertex Group 1792,retail,15781.5,9539.91,3041.29,4015.76,19453.39,7280.97,10481.21,16100.51,8997.32,critical
Delta Corp 1793,technology,159909.61,76743.06,52948.43,16791.52,205657.6,34876.18,140809.22,249835.52,81191.15,stable
Gamma Corp 1794,healthcare,40166.22,23743.03,11450.56,9162.66,41168.23,16916.77,21122.14,32203.83,22820.29,stable
Prime Inc 1795,services,152377.62,82225.15,21563.99,26469.4,135224.68,43058.01,141916.75,208891.22,83695.82,stable
Delta Solutions 1796,retail,47780.69,37319.15,5521.84,9053.77,38250.29,15194.31,24380.26,30190.53,37101.87,tight
Omega Solutions 1797,manufacturing,39729.83,28842.85,10302.37,4633.21,55256.02,14666.06,19396.7,31439.15,30846.92,tight
Beta LLC 1798,retail,51929.07,43587.62,2513.54,17246.94,35854.76,32589.88,16122.01,8367.79,45554.88,critical
Alpha Group 1799,manufacturing,120756.52,95624.63,30109.29,21259.4,142580.28,36151.29,66864.83,84626.25,93100.04,tight
Beta Inc 1800,manufacturing,54905.77,34602.12,14581.41,11748.21,70768.3,25137.46,28664.28,49539.18,36337.43,stable
Zen Tech 1801,manufacturing,44264.15,31829.74,10439.62,10015.56,51969.77,18338.24,43729.48,54888.42,30433.24,tight
Prime Tech 1802,manufacturing,56176.0,35512.98,15519.52,5374.35,91634.04,18738.53,45656.42,74543.53,36169.66,stable
Zen Solutions 1803,technology,28138.11,16459.11,8756.19,7378.67,35295.19,13090.7,12944.71,23992.35,17121.65,stable
Vertex Corp 1804,healthcare,98710.52,66702.98,31875.33,26300.9,89407.0,51325.42,80085.3,103018.54,68871.18,stable
Delta Group 1805,healthcare,17204.74,6491.4,4356.08,1921.07,30028.98,4247.23,8652.25,22780.87,6654.13,stable
Core Tech 1806,healthcare,50363.62,42451.47,17963.23,15032.17,85701.47,31736.77,34395.94,44262.26,44692.7,tight
Beta Inc 1807,technology,142896.01,92212.61,36059.27,27016.29,201824.85,55350.94,157098.05,209083.78,93041.91,stable
Omega Holdings 1808,retail,76300.79,53589.39,9238.72,20008.98,105097.21,31092.06,72282.08,81491.17,57262.17,tight
Vertex Tech 1809,retail,96014.69,86815.48,16702.35,16520.86,77017.89,37998.21,85068.05,93684.49,81881.72,stable
Zen Solutions 1810,technology,73889.63,42280.05,27403.2,12003.53,120941.17,26292.91,40885.72,77438.01,41303.95,stable
Nova Holdings 1811,technology,198423.96,121157.97,59149.58,30369.6,199583.93,53297.81,81775.17,197574.11,126643.85,stable
Gamma Group 1812,retail,125462.14,89207.44,22295.03,25682.52,146374.1,59800.85,122658.58,170329.04,86467.78,tight
Omega Tech 1813,healthcare,102665.8,80301.02,28518.1,22897.18,98123.75,39063.36,83272.37,100976.62,79568.02,tight
Nova LLC 1814,technology,163472.64,96710.61,51048.61,18658.2,256008.14,54343.81,140665.61,232043.09,100933.07,stable
Nova Tech 1815,services,98221.3,55196.31,19350.06,24449.02,92616.65,39403.41,115665.59,147465.69,55536.94,stable
Vertex Group 1816,manufacturing,46339.01,36899.87,14432.81,5706.48,49335.74,18996.15,28428.46,36826.62,35055.57,tight
Vertex Solutions 1817,healthcare,24518.97,17085.09,7919.07,2614.39,22856.57,9270.3,25025.85,37920.23,16196.23,critical
Flux Tech 1818,manufacturing,92189.35,64131.72,21933.52,16804.59,134460.43,33192.61,74033.69,101946.26,62092.15,critical
Omega Group 1819,manufacturing,101944.27,80416.83,30883.07,27029.13,112014.87,53096.34,52168.34,69701.79,77882.25,tight
Delta LLC 1820,manufacturing,157579.88,142307.03,38669.84,29015.83,199130.28,58427.76,54774.69,82037.22,134034.42,critical
Apex Corp 1821,services,25478.3,14660.03,3683.09,4544.0,24887.24,9677.89,21768.91,29161.3,15445.01,stable
Delta Solutions 1822,manufacturing,31893.75,22623.54,12042.5,8299.03,52697.5,16329.96,18111.01,28622.28,21836.7,tight
Gamma Holdings 1823,manufacturing,95151.95,67905.21,18656.48,12101.94,87782.82,27299.9,88104.1,128218.56,71189.06,tight
Zen Inc 1824,manufacturing,62216.57,50074.03,15352.87,22299.3,104996.65,30112.61,57902.12,61603.72,53867.24,tight
Apex Tech 1825,healthcare,15894.24,9569.35,5838.5,2402.01,18893.08,4869.0,11283.55,19732.84,9312.07,stable
Flux Tech 1826,technology,105077.22,60706.75,32929.19,20805.7,96380.24,32491.75,82249.97,121981.64,65274.14,stable
Core Tech 1827,manufacturing,14963.54,8634.03,3598.92,1581.89,14676.51,4643.85,12926.88,20182.18,8207.44,stable
Nova Holdings 1828,manufacturing,30918.34,18714.58,7443.96,6790.51,25189.26,10819.28,22315.14,36372.89,19156.11,stable
Peak Tech 1829,services,158892.73,80809.03,29912.1,32496.29,183837.64,63682.37,173134.85,245500.03,87159.71,stable
Nova Tech 1830,manufacturing,283569.75,197229.86,55070.18,35814.09,267818.73,113316.01,104450.4,204280.99,206961.08,stable
Prime Corp 1831,manufacturing,24904.03,20957.41,8903.47,3934.94,43421.6,11840.26,29432.49,37811.83,20051.05,tight
Peak Tech 1832,services,41403.73,24547.42,7825.32,5751.81,49938.24,13113.67,13667.61,32843.6,23594.32,stable
Apex Group 1833,manufacturing,68146.03,42729.86,19070.43,6562.48,69046.58,15828.75,33206.66,68099.62,41105.65,stable
Nexus Tech 1834,technology,323626.65,175328.48,91672.87,78164.13,399529.29,139847.25,303392.56,495469.59,187755.55,stable
Nova Solutions 1835,technology,52473.79,37255.34,14811.35,12276.2,51332.81,24399.04,19754.51,33615.53,35737.77,tight
Core Holdings 1836,technology,53149.13,36679.75,14734.42,12187.83,50808.29,26650.36,28485.57,47835.87,36736.18,stable
Zen LLC 1837,technology,268698.37,161824.13,59787.46,70828.58,274922.54,110364.32,117845.46,193650.2,157937.48,stable
Omega Corp 1838,retail,44363.34,31701.95,6298.22,12668.38,33284.5,17889.43,42199.05,49689.39,30998.26,tight
Flux Inc 1839,healthcare,128038.07,94747.48,42207.7,37356.36,130380.8,75217.13,105124.38,134394.83,93356.1,tight
Peak Holdings 1840,healthcare,22039.84,12574.48,9004.96,3166.89,40699.28,7688.24,7890.94,21911.82,12262.72,stable
Peak Tech 1841,technology,67871.95,42851.8,16300.47,10732.62,95493.63,19533.2,48468.77,83131.6,43536.93,stable
Nexus Corp 1842,manufacturing,17459.39,15395.91,3861.01,3656.86,28672.6,8759.17,8514.12,10792.24,15212.32,tight
Flux Inc 1843,technology,33457.03,20623.87,8534.15,5238.64,33856.0,8335.78,39175.8,52840.86,20429.21,stable
Peak Holdings 1844,services,105450.88,51454.89,28695.98,13422.14,171794.24,28315.88,41877.3,102280.35,51504.24,stable
Alpha Inc 1845,technology,74790.04,47329.34,19185.86,9087.29,83675.27,20479.91,62692.72,94654.16,46240.22,critical
Nexus Corp 1846,manufacturing,51022.68,33797.39,14190.17,8678.64,47058.73,16970.26,37433.43,56194.62,35173.94,stable
Delta Corp 1847,retail,32892.51,21000.91,6529.43,5964.76,49444.52,10398.68,26980.94,40140.63,21012.61,stable
Gamma Holdings 1848,manufacturing,55203.7,41738.58,13397.6,10134.3,44292.36,19263.0,64082.86,80306.86,41800.09,tight
Flux Holdings 1849,retail,76182.76,63949.85,6182.95,12764.65,75117.14,29626.13,46254.65,50581.64,60980.99,tight
Delta Tech 1850,healthcare,157732.29,98602.79,44447.75,25836.21,252546.27,46743.58,153613.86,237130.93,91201.06,stable
Nova LLC 1851,technology,13000.0,7407.67,4458.85,2179.87,18982.25,4154.83,9135.36,16433.45,7774.24,stable
Prime Corp 1852,services,27701.19,13104.73,3794.24,4799.2,31995.87,8656.4,24783.85,38048.66,13850.09,stable
Omega Solutions 1853,manufacturing,74801.05,51463.51,20166.46,18700.36,84019.17,35568.96,47056.73,72937.49,49332.89,stable
Core Tech 1854,healthcare,66385.31,40163.81,23614.41,8466.87,61789.67,21290.63,33485.41,63794.12,39264.35,stable
Zen LLC 1855,services,74409.62,34906.85,16285.04,5619.88,127227.69,12967.68,27922.56,71959.81,34113.86,stable
Zen Tech 1856,services,66747.47,46814.91,14923.35,11288.94,59962.79,18769.84,26136.72,43258.74,48194.73,tight
Core Solutions 1857,technology,60990.29,38870.3,15449.84,7662.93,61516.33,21585.12,70961.43,95474.85,36925.14,stable
Prime Tech 1858,retail,39281.83,31260.15,3976.25,8400.75,32884.37,19906.93,39659.37,42348.3,33654.5,stable
Delta LLC 1859,retail,49197.54,40375.04,9138.26,17918.6,78405.51,33855.53,25605.51,19783.62,37544.66,tight
Delta Corp 1860,retail,150090.52,121825.91,17790.65,24891.64,207458.3,72394.96,116505.14,139787.81,131060.66,stable
Core Corp 1861,manufacturing,36669.62,24456.85,4125.06,6008.12,39229.98,13551.92,34572.46,45228.57,22769.45,stable
Delta Solutions 1862,services,51246.06,29302.72,11911.52,10769.75,86496.22,21716.31,31633.38,51770.55,28447.14,stable
Delta Tech 1863,services,62399.54,32976.76,9246.8,9983.87,43740.23,18623.85,43429.41,62784.53,31661.35,stable
Alpha Group 1864,manufacturing,229484.54,168688.82,62731.16,27526.38,382556.96,86033.38,217217.15,293187.04,162201.3,tight
Alpha Corp 1865,manufacturing,51795.76,37672.88,16556.05,7478.33,45583.81,22126.82,26141.78,42030.65,40654.58,tight
Flux Corp 1866,services,116039.37,60269.36,23305.13,25950.47,126711.37,46988.68,89780.81,130222.45,59867.74,stable
Nexus Holdings 1867,services,144382.75,64056.29,36065.12,11590.95,116053.86,27857.49,70614.62,174300.63,60156.65,stable
Apex Tech 1868,technology,73966.0,45244.93,22758.59,15407.16,133631.34,26466.82,22394.68,44053.58,48736.24,stable
Nova LLC 1869,manufacturing,55644.3,38041.7,18327.65,14748.68,97030.37,23227.63,51261.61,65400.08,36475.39,stable
Nova Holdings 1870,services,41414.92,16515.04,6083.63,3792.38,51010.5,7785.15,38786.66,66783.87,15385.53,stable
Flux Group 1871,retail,48792.97,38576.35,7298.9,14177.71,42324.67,27877.88,58363.73,58632.64,35639.49,tight
Delta Tech 1872,retail,118585.78,98097.41,21779.24,19714.49,113894.03,51632.94,54895.01,70831.06,97520.29,tight
Core Solutions 1873,services,64825.06,48765.85,12347.84,11480.7,73902.04,21841.97,62596.52,84865.37,52029.9,tight
Apex Inc 1874,services,65047.38,33740.35,16756.92,8217.35,70276.62,19280.26,75010.73,110799.96,31132.68,critical
Vertex Holdings 1875,services,21904.79,11103.61,3907.77,4984.75,15327.04,7703.45,19278.9,28487.41,11503.65,stable
Omega Solutions 1876,healthcare,33134.47,18596.6,15025.44,3986.58,53337.37,9369.24,38662.18,63541.84,17883.75,stable
Alpha Tech 1877,retail,332620.49,255017.26,85187.39,48137.63,455536.33,110002.86,397480.45,490560.62,243554.15,tight
Core Holdings 1878,retail,51934.54,39791.49,8522.65,17019.12,81454.88,28176.94,53049.16,57604.41,41088.95,tight
Alpha Inc 1879,manufacturing,35436.32,22505.48,9838.19,4469.12,44454.3,11951.09,42500.81,60786.78,23398.04,stable
Zen Group 1880,manufacturing,206941.1,141962.76,64065.57,58741.91,238870.57,105984.66,178640.26,221435.85,143303.23,stable
Beta Holdings 1881,manufacturing,82516.79,44699.9,15731.01,15427.59,99198.16,30549.37,61668.93,94893.36,42570.44,stable
Zen Inc 1882,manufacturing,104593.23,80966.68,19286.99,26156.97,91947.39,46217.25,117758.66,127767.61,74571.07,tight
Peak Tech 1883,retail,53613.83,36904.85,11410.15,13854.14,71754.68,25760.52,56179.8,66740.29,38305.92,stable
Apex Inc 1884,healthcare,55680.38,36037.87,20250.92,13254.72,90966.83,20811.06,22222.09,48810.53,36612.25,stable
Vertex Tech 1885,retail,52278.0,33241.73,7249.64,6088.48,41411.31,15042.38,29926.56,48579.69,32829.77,stable
Apex LLC 1886,retail,19807.37,13932.74,2982.12,6267.5,19192.14,10388.48,10588.64,14645.6,13294.24,tight
Flux Corp 1887,technology,72549.35,41906.88,13109.52,18127.53,112342.59,31605.64,77608.62,104100.15,43663.18,stable
Omega Group 1888,technology,98635.92,59092.45,28650.96,24758.41,127832.5,47095.3,50296.51,93051.53,55035.36,stable
Peak Holdings 1889,services,236809.21,139333.47,38445.42,46911.73,282793.84,78427.87,135843.3,200113.58,142514.79,stable
Nova Tech 1890,retail,64138.45,55487.84,12564.95,17025.74,90968.31,37074.69,49188.4,46407.41,57160.45,tight
Peak Group 1891,technology,13000.0,8562.02,4546.77,2661.79,18559.38,4612.06,4790.6,9353.79,8182.9,stable
Vertex Corp 1892,healthcare,66644.86,48449.03,25247.34,7484.46,63206.9,21436.68,77648.37,115686.67,48319.76,tight
Peak Tech 1893,manufacturing,550000.0,448628.58,148375.11,134517.18,865554.05,294688.78,408076.07,442663.7,450078.5,tight
Peak Group 1894,technology,155664.33,100493.26,35045.13,33879.38,256529.95,67121.28,73378.66,120151.6,101960.97,stable
Nova Inc 1895,retail,31297.35,23381.11,5618.88,8127.55,22934.99,16678.43,17017.58,18634.24,24881.94,tight
Prime Tech 1896,technology,124897.6,85021.41,41399.79,21224.9,118992.4,51298.7,127180.15,193109.45,85652.82,stable
Apex Corp 1897,healthcare,39684.3,29201.32,16360.23,8508.82,64059.77,14906.44,34549.38,49529.21,27179.74,tight
Apex Corp 1898,retail,20271.15,16255.14,5187.6,5541.27,27576.56,12014.62,14558.0,18203.61,15851.94,tight
Vertex Group 1899,technology,58904.26,28487.86,12686.33,7933.63,64670.34,18880.08,35250.74,62623.49,29072.78,stable
Gamma Holdings 1900,technology,83749.49,44611.95,23498.11,19568.61,110534.66,31058.13,93013.52,131858.67,43420.92,stable
Prime Group 1901,manufacturing,14729.18,9986.56,3135.65,3611.46,20859.84,5227.31,14660.07,17056.02,10414.68,stable
Core Tech 1902,technology,31040.15,20560.05,9579.78,3091.86,40758.88,7735.85,29373.32,41971.56,19539.96,stable
Flux Inc 1903,services,54334.13,29790.99,10903.24,4676.7,45687.31,15372.8,38109.99,64990.95,28089.35,stable
Delta Tech 1904,technology,56152.46,38798.51,16188.52,13854.56,49286.8,28897.43,66430.84,84907.25,37128.83,stable
Peak Corp 1905,manufacturing,90324.06,72730.65,27221.89,19913.18,112023.42,45944.79,84820.01,95984.06,77107.11,tight
Prime Corp 1906,retail,22657.93,19167.11,2150.9,7702.14,34390.53,12478.31,15435.99,14877.51,19721.99,tight
Alpha Inc 1907,retail,106010.24,89731.65,10383.06,18117.24,122518.49,32845.26,123448.59,130643.71,90019.49,tight
Delta Corp 1908,technology,30192.75,15610.87,7511.62,2406.39,33423.64,6768.0,33397.78,51402.26,15112.17,stable
Flux Group 1909,services,200551.62,118046.85,36497.11,31450.6,319015.41,60265.32,193726.58,289145.23,125952.99,stable
Prime Tech 1910,services,13657.35,6847.76,1892.51,2539.28,14028.86,3776.97,13524.82,19104.17,7273.72,stable
Flux Solutions 1911,technology,32478.09,15202.17,9664.55,6712.04,42439.7,9394.66,22126.17,40859.31,14957.48,stable
Gamma Solutions 1912,technology,108690.63,62714.75,31707.83,26032.65,98715.53,37839.28,82237.01,135195.54,65250.67,stable
Vertex Corp 1913,services,204030.77,133839.89,32782.49,39512.53,285250.35,66475.37,96382.63,122216.93,142696.11,stable
Nexus Tech 1914,manufacturing,84740.13,62441.56,24887.19,24592.31,126601.02,45725.44,70830.6,86615.8,60576.84,tight
Flux LLC 1915,technology,122106.71,92975.07,36268.74,15907.95,194304.62,38726.44,77284.38,108179.64,90427.08,tight
Gamma Solutions 1916,technology,78936.09,48480.84,27874.89,15595.4,93012.26,28163.31,48363.71,81536.97,48836.16,stable
Core Solutions 1917,healthcare,31609.18,26735.81,10754.94,11423.93,40342.82,19433.85,36458.2,41801.91,26343.83,tight
Delta Inc 1918,healthcare,48543.27,32242.52,16931.42,8670.52,49374.91,21246.18,21762.2,41115.14,33591.45,stable
Nexus Group 1919,manufacturing,24978.79,17530.08,5541.82,7678.7,42123.38,13623.45,26152.2,31754.57,17633.66,tight
Flux Tech 1920,services,19373.7,8672.61,3867.91,1875.07,15222.4,4575.96,10719.89,22745.81,8272.78,stable
Apex Inc 1921,manufacturing,90826.77,71648.24,25941.18,13017.78,130302.34,37088.58,29590.46,53441.65,70001.91,tight
Nexus Solutions 1922,retail,24378.52,17304.6,3155.39,5319.93,32537.78,11027.39,8201.34,11792.94,17778.72,tight
Peak Tech 1923,manufacturing,85046.49,55130.22,23466.08,23274.55,79404.26,41057.48,58363.99,85950.67,51191.13,stable
Delta LLC 1924,retail,21131.96,18014.96,2311.05,4384.55,20597.02,9322.48,14982.87,16996.17,17560.03,tight
Alpha LLC 1925,technology,98663.53,68340.07,33343.59,26655.91,86930.38,46591.51,58036.46,90090.39,63048.86,stable
